Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Story Focus,Gameplay Focus,Series
True Crime: Streets of LA,2003,Action,Activision,0.96,0.37,0,0.05,1.38,77,39,7.8,28,"Luxoflux, Inc.",M,,x,
True Crime: Streets of LA,2003,Action,Activision,0.44,0.11,0,0.02,0.56,77,29,7.3,29,Exakt,M,,x,
True Swing Golf,2005,Sports,Nintendo,0.11,0,0.04,0.01,0.16,66,32,7.7,11,T&E Soft,E,,x,
Truth or Lies,2010,Misc,THQ,0.07,0.03,0,0.01,0.11,28,6,5.2,6,THQ,T,,x,
Turning Point: Fall of Liberty,2008,Shooter,Codemasters,0.23,0.04,0,0.02,0.29,43,44,6.8,87,Spark Unlimited,T,,x,
Turning Point: Fall of Liberty,2008,Shooter,Codemasters,0.21,0.01,0,0.02,0.24,42,28,5.5,33,Spark Unlimited,T,,x,
Turn It Around,2006,Action,505 Games,0.03,0,0,0,0.03,39,11,4.5,4,"Taito Corporation, 505 Games",E,,x,
Turok,2008,Action,Touchstone,0.46,0.2,0.01,0.07,0.75,69,63,7.1,120,Propaganda Games,M,,x,
Turok,2008,Action,Touchstone,0.35,0.21,0.01,0.1,0.67,67,38,6,39,Propaganda Games,M,,x,
Turok,2008,Action,Touchstone,0,0.01,0,0,0.01,65,16,6.5,55,Propaganda Games,M,,x,
Turok: Evolution,2002,Shooter,Acclaim Entertainment,0.64,0.5,0,0.17,1.31,61,20,7.3,27,Acclaim,M,,x,
Turok: Evolution,2002,Shooter,Acclaim Entertainment,0.39,0.14,0,0.02,0.55,68,25,6.7,9,Acclaim,M,,x,
Turok: Evolution,2002,Shooter,Acclaim Entertainment,0.3,0.08,0,0.01,0.38,70,19,7,21,Acclaim,M,,x,
Turok: Evolution,2002,Shooter,Acclaim Entertainment,0.08,0.03,0,0,0.12,72,8,7,5,RFX Interactive,T,,x,
TV Superstars,2010,Misc,Sony Computer Entertainment,0.07,0.12,0,0.05,0.25,56,17,4.9,8,SCE Studio Cambridge,E,,x,
Twin Strike: Operation Thunder,2008,Shooter,Zoo Games,0.04,0,0,0,0.04,50,7,8.3,6,Naps Team,E10+,,x,
Twisted Metal: Black,2001,Racing,Sony Computer Entertainment,1.19,0.17,0,0.05,1.41,91,15,8.4,98,Incognito Inc.,M,,x,
Twisted Metal: Head On,2005,Action,Sony Computer Entertainment,0.71,0,0,0.06,0.77,79,45,8.2,38,Incognito Inc.,T,,x,
Two Worlds,2007,Role-Playing,SouthPeak Games,0.41,0.22,0,0.07,0.7,50,44,5.5,182,Reality Pump,M,x,x,x
Two Worlds II,2011,Role-Playing,Unknown,0.4,0.07,0.03,0.03,0.54,67,50,6.6,140,Reality Pump,M,x,x,x
Two Worlds II,2011,Role-Playing,Unknown,0.26,0.1,0.06,0.05,0.46,70,28,7,65,Reality Pump,M,x,x,x
Two Worlds II,2011,Role-Playing,Unknown,0.09,0.09,0,0.02,0.2,76,31,6.5,315,Reality Pump,M,x,x,x
Tycoon City: New York,2006,Strategy,Atari,0,0.02,0,0,0.02,67,30,8.3,4,Deep Red,T,,x,
Ty the Tasmanian Tiger,2002,Platform,Electronic Arts,0.57,0.45,0,0.15,1.17,70,14,8.8,60,Krome Studios,E,,x,
Ty the Tasmanian Tiger,2002,Platform,Electronic Arts,0.21,0.05,0,0.01,0.27,69,12,8.7,15,Krome Studios,E,,x,
Ty the Tasmanian Tiger,2002,Platform,Electronic Arts,0.14,0.04,0,0.01,0.18,68,13,8.5,11,Krome Studios,E,,x,
Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,Electronic Arts,0.26,0.2,0,0.07,0.53,71,24,8.2,22,Krome Studios,E,,x,
Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,Electronic Arts,0.15,0.04,0,0.01,0.2,70,20,8.6,11,Krome Studios,E,,x,
Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,Electronic Arts,0.08,0.02,0,0,0.11,69,29,8.8,4,Krome Studios,E,,x,
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action,Activision,0.09,0.07,0,0.02,0.19,68,13,8.1,15,Krome Studios,E10+,,x,
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action,Activision,0.07,0.02,0,0,0.09,68,11,8,9,Krome Studios,E10+,,x,
uDraw Studio: Instant Artist,2011,Misc,THQ,0.01,0.01,0,0,0.02,54,5,5.7,6,THQ,E,,x,
UEFA Champions League 2006-2007,2007,Sports,Electronic Arts,0.04,0.01,0,0,0.05,72,27,8.2,10,EA Canada,E,,x,
UEFA Euro 2004: Portugal,2004,Sports,Electronic Arts,0.07,0.05,0,0.02,0.14,76,21,6.4,18,EA Canada,E,,x,
UEFA Euro 2004: Portugal,2004,Sports,Electronic Arts,0.04,0.01,0,0,0.05,74,21,8.1,9,EA Canada,E,,x,
UEFA Euro 2016,2016,Sports,Konami Digital Entertainment,0,0.22,0.04,0.04,0.29,72,7,6.6,8,Konami,E,,x,
UFC: Sudden Impact,2004,Fighting,Global Star,0.09,0.07,0,0.02,0.18,54,29,7.7,7,Opus,T,,x,
UFC: Tapout 2,2003,Fighting,Capcom,0.08,0.02,0,0,0.1,66,14,7.3,4,DreamFactory,T,,x,
UFC 2009 Undisputed,2009,Fighting,THQ,1.48,0.39,0,0.19,2.06,83,68,7.9,51,Yuke's,T,,x,
UFC 2009 Undisputed,2009,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,84,58,8.1,47,THQ,T,,x,
UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,0.53,0.18,0,0.06,0.77,70,36,6.5,15,THQ,E,,x,
UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,0.08,0.08,0,0.03,0.19,65,8,2.4,5,THQ,E,,x,
UFC Undisputed 2010,2010,Fighting,THQ,0.8,0.4,0.02,0.18,1.41,85,54,7.2,48,Yuke's,T,,x,
UFC Undisputed 2010,2010,Fighting,THQ,0.9,0.31,0,0.11,1.32,84,70,6.7,80,Yuke's,T,,x,
UFC Undisputed 2010,2010,Fighting,THQ,0.11,0.06,0,0.04,0.21,74,27,7,13,Yuke's,T,,x,
UFC Undisputed 3,2012,Action,THQ,0.55,0.32,0.03,0.13,1.03,86,30,7.4,92,Yuke's,T,,x,
UFC Undisputed 3,2012,Action,THQ,0.72,0.2,0,0.08,0.99,85,60,7.6,88,Yuke's,T,,x,
Ultimate Band,2008,Misc,Disney Interactive Studios,0.18,0.03,0,0.02,0.23,59,17,5.5,4,Disney Interactive Studios,E10+,,x,
Ultimate Brain Games,2003,Misc,Telegames,0.06,0.02,0,0,0.08,80,9,8.3,7,Cosmigo,E,,x,
Ultimate Fighting Championship,2000,Fighting,Ubisoft,0.14,0.09,0,0.02,0.25,53,6,7.4,16,Opus,T,,x,
Ultimate Fighting Championship: Throwdown,2002,Fighting,Ubisoft,0.16,0.12,0,0.04,0.32,68,19,8,8,Opus,T,,x,
Ultimate Ghosts 'n Goblins,2006,Platform,Capcom,0.07,0,0,0.01,0.08,72,49,7.7,18,TOSE,E10+,,x,
Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,0.17,0.08,0,0.04,0.29,80,48,7.7,93,Capcom,T,,x,
Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,0,0.04,0.04,0.01,0.09,80,36,6.2,114,Capcom,T,,x,
Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,0,0.03,0.04,0,0.07,79,44,6.2,85,Capcom,T,,x,
Ultimate Mortal Kombat,2007,Fighting,Midway Games,0.07,0.01,0,0.01,0.09,73,26,8.6,22,Other Ocean Interactive,M,,x,
Ultimate NES Remix,2014,Action,Unknown,0.15,0.09,0,0.02,0.27,69,16,7.6,32,Indies Zero,E,,x,
Ultimate Spider-Man,2005,Action,Activision,0.6,0.02,0,0.1,0.72,74,52,7.9,54,Treyarch,T,,x,
Ultimate Spider-Man,2005,Action,Activision,0.26,0.11,0,0.02,0.39,77,53,7.4,20,Treyarch,T,,x,
Ultimate Spider-Man,2005,Action,Activision,0.29,0.07,0,0.01,0.37,76,36,7.2,21,Treyarch,T,,x,
Ultimate Spider-Man,2005,Action,Activision,0.22,0.08,0,0.01,0.3,62,4,7.3,12,Vicarious Visions,E10+,,x,
Ultimate Spider-Man,2005,Action,Activision,0.14,0,0,0.01,0.15,78,17,7.7,10,Vicarious Visions,E10+,,x,
Ultra Street Fighter IV,2015,Fighting,Capcom,0,0.08,0,0.01,0.1,71,28,5.9,94,Other Ocean Interactive,T,,x,
Unchained Blades,2011,Role-Playing,FuRyu,0,0,0.06,0,0.06,61,8,7.5,15,FuRyu,T,,x,
Unchained Blades,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04,65,8,7.8,16,FuRyu,T,,x,
Uncharted: Drake's Fortune,2007,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88,66,8.1,2306,"Naughty Dog, SCE/WWS",T,x,x,x
Uncharted: Golden Abyss,2011,Shooter,Sony Computer Entertainment,0.53,0.66,0.13,0.22,1.53,80,80,7.4,770,"Naughty Dog, Sony Bend",T,x,x,x
Uncharted: The Nathan Drake Collection,2015,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86,78,8.1,1264,Bluepoint Games,T,x,x,x
Uncharted 2: Among Thieves,2009,Action,Sony Computer Entertainment,3.27,2.2,0.21,0.98,6.66,96,105,8.8,5187,Naughty Dog,T,x,x,x
Uncharted 3: Drake's Deception,2011,Action,Sony Computer Entertainment,2.77,2.75,0.19,1.03,6.74,92,97,8.3,3712,Naughty Dog,T,x,x,x
Uncharted 4: A Thief's End,2016,Shooter,Sony Computer Entertainment,1.85,2.5,0.19,0.85,5.38,93,113,7.9,7064,Naughty Dog,T,x,x,x
Undead Knights,2009,Action,Ubisoft Annecy,0.05,0,0.06,0.01,0.12,63,27,8,13,Now Production,M,,x,
Unit 13,2012,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5,71,60,7.5,169,Zipper Interactive,T,,x,
Universal Studios Theme Parks Adventure,2001,Misc,Kemco,0.08,0.02,0,0,0.1,39,11,2.9,11,Kemco,T,,x,
Universe at War: Earth Assault,2008,Action,Sega,0.09,0.01,0,0.01,0.1,66,44,8.3,57,Petroglyph,T,,x,
Unlimited Saga,2002,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45,26,3,29,SquareSoft,T,,x,
Unreal Championship,2002,Shooter,Atari,0.59,0.12,0,0.03,0.74,83,29,8.2,24,Digital Extremes,M,,x,
Unreal II: The Awakening,2004,Shooter,Atari,0.17,0.04,0,0.01,0.21,64,27,5.3,20,Tantalus Interactive,M,,x,
Unreal Tournament,2000,Shooter,Infogrames,0.28,0.22,0,0.07,0.58,77,23,6.8,13,Epic Games,M,,x,
Unreal Tournament 2003,2002,Shooter,Atari,0,0.01,0,0,0.01,86,27,8.2,98,Digital Extremes,M,,x,
Unreal Tournament 2004,2004,Shooter,Atari,0,0.01,0,0,0.02,93,48,8.9,537,Epic Games,M,,x,
Unreal Tournament III,2007,Shooter,Midway Games,0.33,0.23,0,0.1,0.67,86,42,7.7,127,Epic Games,M,,x,
Unreal Tournament III,2007,Shooter,Midway Games,0,0.05,0,0.01,0.06,83,41,8,523,Epic Games,M,,x,
Unreal Tournament III,2008,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47,82,47,7.6,95,Epic Games,M,,x,
Until Dawn,2015,Adventure,Sony Computer Entertainment Europe,0.45,0.9,0.05,0.26,1.66,79,103,8.2,2161,SuperMassive Games,M,,x,
Until Dawn: Rush of Blood,2016,Adventure,Sony Computer Entertainment,0.18,0.15,0,0.07,0.39,72,49,8,68,SuperMassive Games,M,,x,
Untold Legends: Brotherhood of the Blade,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,68,51,7.6,58,Sony Online Entertainment,T,,x,
Untold Legends: Dark Kingdom,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,58,40,7.2,36,Sony Online Entertainment,T,,x,
Untold Legends: The Warriors Code,2006,Role-Playing,Ubisoft,0.14,0.12,0,0.08,0.33,65,46,8.3,28,Sony Online Entertainment,T,,x,
Up,2009,Action,THQ,0.22,0.28,0,0.06,0.56,62,6,8,4,Asobo Studio,E10+,,x,
Up,2009,Action,THQ,0.2,0.07,0,0.03,0.29,61,18,6.8,6,Heavy Iron Studios,E10+,,x,
Up,2009,Action,THQ,0.15,0.06,0,0.03,0.25,65,5,6.5,4,Heavy Iron Studios,E10+,,x,
Urban Chaos: Riot Response,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,73,35,7.8,24,Rocksteady Studios,M,,x,
Urban Chaos: Riot Response,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02,72,34,8.6,9,Rocksteady Studios,M,,x,
Urban Reign,2005,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.08,60,44,8.2,26,Namco,T,,x,
Uru: Ages Beyond Myst,2003,Adventure,Ubisoft,0,0.02,0,0,0.02,79,22,7.6,29,Cyan Worlds,E,,x,
Vagrant Story,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,92,19,8.3,129,SquareSoft,T,x,,
Valentino Rossi: The Game,2016,Racing,Namco Bandai Games,0.01,0.05,0,0.01,0.08,75,19,8,50,"Milestone, Milestone S.r.l",E,,x,
Valentino Rossi: The Game,2016,Racing,Namco Bandai Games,0.01,0.02,0,0,0.03,74,5,8.1,7,Milestone S.r.l,E,,x,
Valentino Rossi: The Game,2016,Racing,Namco Bandai Games,0,0.01,0,0,0.01,72,4,6.2,14,"Milestone, Milestone S.r.l",E,,x,
Valhalla Knights,2006,Role-Playing,Rising Star Games,0.15,0,0.07,0.01,0.24,53,29,6.3,15,K2 LLC,E10+,x,,
Valhalla Knights: Eldar Saga,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,35,17,6.7,19,"K2, Kurogane",T,x,,
Valhalla Knights 2,2008,Role-Playing,Rising Star Games,0.09,0,0.12,0.01,0.23,50,13,5.4,13,K2,E10+,x,,
Valhalla Knights 3,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18,48,19,6.8,56,K2,M,x,,
Valkyria Chronicles,2008,Role-Playing,Sega,0.71,0.19,0.24,0.13,1.27,86,60,8.6,433,Sega,T,x,x,
Valkyria Chronicles II,2010,Role-Playing,Sega,0.12,0.15,0.18,0.09,0.53,83,54,8.1,67,Sega,T,x,x,
Valkyrie Drive: Bhikkhuni,2015,Action,PQube,0,0.03,0.07,0.01,0.11,72,7,8.5,11,Marvelous Inc.,M,,x,
Valkyrie Profile,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81,81,8,8.8,37,Tri-Ace,T,,x,
Valkyrie Profile: Covenant of the Plume,2008,Role-Playing,Square Enix,0.22,0.02,0.16,0.02,0.42,74,35,6.8,12,Tri-Ace,T,,x,
Valkyrie Profile: Lenneth,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,80,39,8.4,57,TOSE,T,,x,
Valkyrie Profile 2: Silmeria,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47,84,45,9,59,Tri-Ace,T,,x,
Vampire Night,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,65,18,8,5,Wow Entertainment,T,,x,
Vampire Rain,2007,Action,Microsoft Game Studios,0.18,0,0.01,0.01,0.21,38,45,2.9,44,Artoon,M,,x,
Vampire Rain: Altered Species,2008,Action,Ignition Entertainment,0.05,0,0,0,0.06,30,15,3.5,36,Artoon,M,,x,
Vanguard Bandits,1998,Strategy,Human Entertainment,0.04,0.03,0,0,0.07,62,5,7.4,15,S-Neo,T,,x,
Van Helsing,2004,Action,Activision,0.22,0.17,0,0.06,0.44,64,41,8.5,19,Saffire,T,,x,
Van Helsing,2004,Action,Activision,0.07,0.03,0,0,0.1,33,11,6.3,6,Saffire,T,,x,
Van Helsing,2007,Action,Activision,0.13,0.04,0,0.01,0.18,63,32,7.6,8,Saffire,T,,x,
Vanquish,2010,Shooter,Sega,0.21,0.21,0.11,0.08,0.61,84,61,8.1,304,PlatinumGames,M,,x,
Vanquish,2010,Shooter,Sega,0.19,0.16,0.03,0.04,0.42,84,70,8.4,182,PlatinumGames,M,,x,
Velvet Assassin,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18,56,46,7.1,55,"Replay Studios, ML Enterprises",M,,x,
Venetica,2009,Role-Playing,DTP Entertainment,0,0.04,0,0.01,0.05,61,17,6.8,51,Deck 13,T,x,,
Venetica,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13,42,14,7.3,18,Deck 13,T,x,,
Venetica,2010,Role-Playing,DTP Entertainment,0.07,0.03,0,0.01,0.12,47,14,6.5,6,Deck 13,T,x,,
Vexx,2003,Platform,Acclaim Entertainment,0.12,0.09,0,0.03,0.24,63,20,7.6,11,Acclaim Studios Austin,T,,x,
Vexx,2003,Platform,Acclaim Entertainment,0.08,0.02,0,0,0.1,70,21,8.5,10,Acclaim,T,,x,
Vexx,2003,Platform,Acclaim Entertainment,0.05,0.01,0,0,0.06,71,22,7.3,6,Acclaim,T,,x,
Victorious Boxers: Ippo's Road to Glory,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,75,15,8,10,New,T,,x,
Victorious Boxers: Revolution,2007,Fighting,Ubisoft,0.07,0,0.06,0.01,0.14,59,26,5.4,8,Cavia Inc.,T,,x,
Vietcong,2003,Shooter,Gathering of Developers,0,0.02,0,0,0.02,74,22,8.7,76,Pterodon,T,,x,
Vietcong: Purple Haze,2004,Shooter,Gathering of Developers,0.09,0.07,0,0.02,0.18,48,11,4.3,6,Coyote Developments,M,,x,
Vietcong: Purple Haze,2004,Shooter,Gathering of Developers,0.06,0.02,0,0,0.08,57,32,8.4,11,Coyote Developments,M,,x,
Viewtiful Joe,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62,93,52,8.3,115,Clover Studio,T,,x,
Viewtiful Joe,2004,Action,Capcom,0.14,0.11,0,0.04,0.28,90,34,8.5,35,Clover Studio,T,,x,
Viewtiful Joe: Red Hot Rumble,2005,Action,Capcom,0.04,0.01,0,0,0.06,62,27,6.9,8,Clover Studio,T,,x,
Viewtiful Joe: Red Hot Rumble,2006,Action,Capcom,0.08,0,0,0.01,0.09,63,24,6.3,6,Clover Studio,T,,x,
Viewtiful Joe 2,2004,Action,Capcom,0.17,0.04,0,0.01,0.22,86,39,8.3,19,Clover Studio,T,,x,
Viewtiful Joe 2,2004,Action,Capcom,0.1,0.08,0,0.03,0.21,85,29,7.7,17,Clover Studio,T,,x,
Viking: Battle for Asgard,2008,Action,Sega,0.16,0.23,0,0.05,0.44,68,67,8,88,Creative Assembly,M,,x,
Viking: Battle for Asgard,2008,Action,Sega,0.14,0.17,0,0.07,0.38,65,38,7.4,32,Creative Assembly,M,,x,
Virtua Fighter 4,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94,36,8,84,Sega AM2,T,,x,
Virtua Fighter 4: Evolution,2003,Fighting,Sega,0.35,0.27,0,0.09,0.71,93,30,9,48,Sega,T,,x,
Virtua Fighter 5,2007,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,85,47,7.4,67,Sega AM2,T,,x,
Virtua Fighter 5 Online,2007,Fighting,Sega,0.2,0.02,0.03,0.02,0.28,89,36,7.6,62,Sega AM2,T,,x,
Virtua Striker 2002,2002,Sports,Sega,0.01,0,0.03,0,0.05,58,20,6,5,Amusement Vision,E,,x,
Virtua Tennis 2009,2009,Sports,Sega,0.09,0.22,0,0.06,0.38,70,34,6.3,21,Sumo Digital,E,,x,
Virtua Tennis 2009,2009,Sports,Sega,0.12,0.21,0,0.04,0.37,73,33,7.7,21,Sumo Digital,E,,x,
Virtua Tennis 2009,2009,Sports,Sega,0.12,0.18,0,0.03,0.33,70,43,6.2,15,Sumo Digital,E,,x,
Virtua Tennis 3,2007,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80,35,7.9,32,Sega AM3,E,,x,
Virtua Tennis 3,2007,Sports,Sega,0.02,0.02,0,0.01,0.05,79,17,7.7,13,Sumo Digital,E,,x,
Virtua Tennis 3,2007,Sports,Sega,0.03,0.01,0,0,0.04,80,34,6.8,26,Sumo Digital,E,,x,
Virtua Tennis 4,2011,Sports,Sega,0.09,0.24,0.03,0.08,0.44,69,49,6.6,28,Sega,E,,x,
Virtua Tennis 4,2011,Sports,Sega,0.11,0.09,0.01,0.02,0.23,70,37,6.2,12,Sega,E,,x,
Virtua Tennis 4,2011,Sports,Sega,0.05,0.08,0,0.01,0.14,65,15,7.5,4,Sega,E,,x,
Virtua Tennis 4,2011,Sports,Sega,0,0.03,0,0.01,0.04,66,5,7.3,43,Sega,E,,x,
Viva Pinata,2006,Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62,84,65,8,131,Rare Ltd.,E,,x,
Viva Pinata,2007,Simulation,Microsoft Game Studios,0,0.02,0,0,0.02,78,20,7.8,20,"Climax Group, Climax Studios",E,,x,
Viva Pinata: Party Animals,2007,Misc,Microsoft Game Studios,0.19,0.02,0,0.02,0.23,56,42,6.2,18,Krome Studios,E,,x,
Viva Pinata: Pocket Paradise,2008,Simulation,THQ,0.26,0.23,0,0.06,0.55,82,34,7.1,15,Rare Ltd.,E,,x,
Viva Pinata: Trouble in Paradise,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.47,82,64,7.9,61,Rare Ltd.,E,,x,
Voodoo Vince,2003,Platform,Microsoft Game Studios,0.09,0.03,0,0,0.12,73,38,8.4,22,Beep Industries,T,,x,
V-Rally 3,2002,Racing,Atari,0.03,0.02,0,0.01,0.06,82,10,7.4,14,Eden Studios,E,,x,
Wade Hixton's Counter Punch,2004,Sports,"Destination Software, Inc",0.01,0,0,0,0.01,78,13,9.5,4,Inferno Games,T,,x,
Wakeboarding Unleashed Featuring Shaun Murray,2003,Sports,Activision,0.08,0.06,0,0.02,0.16,83,23,9,12,Shaba Games,E,,x,
Wakeboarding Unleashed Featuring Shaun Murray,2003,Sports,Activision,0.04,0.01,0,0,0.05,80,23,8.8,9,Shaba Games,E,,x,
Wall-E,2008,Platform,THQ,0.51,0.4,0,0.11,1.01,51,18,3.6,8,Heavy Iron Studios,E,,x,
Wall-E,2008,Platform,THQ,0.21,0,0,0.54,0.75,67,8,8.4,9,Asobo Studio,E,,x,
Wall-E,2008,Platform,THQ,0.29,0.26,0,0.07,0.62,50,32,6.3,6,Heavy Iron Studios,E,,x,
Wall-E,2008,Platform,THQ,0.12,0.21,0,0.08,0.4,51,24,5,7,Heavy Iron Studios,E,,x,
Wall-E,2008,Platform,THQ,0,0.01,0,0,0.02,58,6,6.8,17,Heavy Iron Studios,E,,x,
Wanted: Weapons of Fate,2009,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0,0.04,0.37,62,61,7.5,26,GRIN,M,,x,
Wanted: Weapons of Fate,2009,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.04,0.29,61,56,7.1,25,GRIN,M,,x,
Warcraft III: Reign of Chaos,2002,Strategy,Vivendi Games,0.03,0.09,0,0.02,0.13,92,40,9.1,1023,Blizzard Entertainment,T,,x,
Warcraft III: The Frozen Throne,2003,Strategy,Activision,0.58,0.87,0,0.09,1.54,88,23,9,713,Blizzard Entertainment,T,,x,
War for the Overworld,2015,Strategy,Unknown,0,0.01,0,0,0.01,65,14,7.7,90,Subterranean Games,N/A,,x,
Warhammer: Battle For Atluma,2006,Action,Namco Bandai Games,0.06,0,0,0.01,0.07,55,8,7.4,8,Sabertooth Games,T,,x,
Warhammer: Battle March,2008,Strategy,Deep Silver,0.09,0.02,0,0.01,0.11,55,30,6.7,20,Black Hole Games,M,,x,
Warhammer: Mark of Chaos,2006,Strategy,Deep Silver,0,0.02,0,0,0.03,73,32,7.4,57,Black Hole Games,M,,x,
"Warhammer 40,000: Dawn of War",2004,Strategy,THQ,0.01,0.03,0,0.01,0.05,86,51,8.8,295,Relic,M,,x,
"Warhammer 40,000: Dawn of War II",2009,Strategy,THQ,0,0.45,0,0.02,0.47,85,67,8.1,1502,Relic,M,,x,
"Warhammer 40,000: Dawn of War II - Retribution",2011,Strategy,THQ,0,0.06,0,0.02,0.08,80,52,7.8,235,Relic,M,,x,
"Warhammer 40,000: Fire Warrior",2003,Shooter,THQ,0.08,0.06,0,0.02,0.15,64,23,8.3,63,Kuju Entertainment,M,,x,
"Warhammer 40,000: Space Marine",2011,Shooter,THQ,0.25,0.26,0,0.06,0.56,76,57,7.8,232,Relic,M,,x,
"Warhammer 40,000: Space Marine",2011,Shooter,THQ,0.13,0.23,0,0.08,0.44,70,46,7.4,162,Relic,M,,x,
"Warhammer 40,000: Space Marine",2011,Shooter,THQ,0.09,0.09,0,0.03,0.2,74,34,7.4,596,Relic,M,,x,
"Warhammer 40,000: Squad Command",2007,Strategy,THQ,0.11,0.13,0,0.08,0.32,67,25,7.6,26,RedLynx,T,,x,
"Warhammer 40,000: Squad Command",2007,Strategy,THQ,0.05,0.01,0,0.01,0.06,57,21,7.9,16,THQ,T,,x,
Warhammer Online: Age of Reckoning,2008,Role-Playing,GOA,0,0.02,0,0,0.02,86,54,7.9,374,EA Mythic,T,,x,
Warhawk,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0,0.17,1.06,84,50,8.4,183,Incognito Inc.,T,,x,
Wario: Master of Disguise,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,60,35,7.4,19,Suzak,E10+,,x,
Wario Land 4,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,88,17,8.9,42,Nintendo,E,,x,
WarioWare: Smooth Moves,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,83,61,7.4,179,Intelligent Systems,E10+,,x,
WarioWare D.I.Y.,2009,Misc,Nintendo,0.17,0.18,0.2,0.04,0.59,82,53,8.7,39,Intelligent Systems,E,,x,
Wario World,2003,Platform,Nintendo,0.34,0.09,0,0.01,0.44,71,30,7.2,44,Treasure,E,,x,
WarJetz,2001,Shooter,3DO,0.02,0.02,0,0.01,0.04,59,9,5.5,4,3DO,T,,x,
War of the Monsters,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0,0.07,0.54,80,41,8.9,68,Incognito Inc.,T,,x,
Warriors: Legends of Troy,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44,22,7,24,Tecmo Koei Canada,M,,x,
Warriors of Might and Magic,2001,Adventure,3DO,0.09,0.07,0,0.02,0.17,49,12,4.5,6,3DO,T,,x,
Warriors of the Lost Empire,2007,Role-Playing,Mercury Games,0.05,0,0,0,0.06,52,6,7.4,12,Platinum Egg,T,,x,
Warriors Orochi,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,55,14,8.2,16,Omega Force,T,,x,
Warriors Orochi,2007,Action,Tecmo Koei,0.17,0.01,0,0.02,0.2,53,27,7.4,13,Omega Force,T,,x,
Warriors Orochi,2008,Action,Tecmo Koei,0.02,0,0.18,0,0.2,62,13,6.6,10,"Omega Force, Koei Canada",T,,x,
Warriors Orochi 2,2008,Action,Tecmo Koei,0.06,0,0.22,0.01,0.29,56,14,7.5,4,Omega Force,T,,x,
Warriors Orochi 2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13,52,9,8.5,13,Omega Force,T,,x,
Warriors Orochi 2,2008,Action,Tecmo Koei,0.04,0,0.01,0,0.06,44,28,8.1,15,Omega Force,T,,x,
