Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Story Focus,Gameplay Focus,Series
Dragon Ball: Fusions,2016,Role-Playing,Namco Bandai Games,0.02,0,0.19,0,0.21,68,12,7.6,16,Ganbarion,T,,x,
Dragon Ball: Origins,2008,Action,Atari,0.08,0.02,0,0.01,0.12,78,18,7.5,15,Game Republic,T,,x,
Dragon Ball: Raging Blast,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57,26,7.2,58,Spike,T,,x,
Dragon Ball: Raging Blast,2009,Fighting,Namco Bandai Games,0.36,0.08,0.02,0.04,0.51,56,29,7.5,33,Spike,T,,x,
Dragon Ball: Raging Blast 2,2010,Fighting,Namco Bandai Games,0.42,0.18,0.11,0.09,0.81,60,27,7.5,63,Spike,T,,x,
Dragon Ball: Raging Blast 2,2010,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,57,33,7.4,30,Spike,T,,x,
Dragon Ball: Revenge of King Piccolo,2009,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,0.2,65,25,7.3,15,Media Vision,E10+,,x,
Dragon Ball: XenoVerse,2015,Fighting,Namco Bandai Games,0.3,0.52,0.12,0.16,1.11,69,50,7.7,598,Dimps Corporation,T,,x,
Dragon Ball: XenoVerse,2015,Fighting,Namco Bandai Games,0.18,0.11,0,0.03,0.32,67,18,7.2,128,Dimps Corporation,T,,x,
Dragon Ball: Xenoverse 2,2016,Action,Namco Bandai Games,0.24,0.27,0.09,0.1,0.71,73,54,7.8,117,Dimps Corporation,T,,x,
Dragon Ball: Xenoverse 2,2016,Action,Namco Bandai Games,0.11,0.07,0,0.02,0.2,73,8,7.3,29,Dimps Corporation,T,,x,
Dragon Ball GT: Transformation,2005,Action,Atari,0.2,0.08,0,0.01,0.28,69,12,8.2,26,Webfoot Technologies,E10+,,x,
Dragon Ball Z: Attack of the Saiyans,2009,Role-Playing,Namco Bandai Games,0.12,0.02,0.21,0.01,0.36,73,21,7.9,24,Monolith Soft,E10+,,x,
Dragon Ball Z: Battle of Z,2014,Fighting,Namco Bandai Games,0.1,0.1,0.06,0.04,0.31,54,32,5.3,103,Artdink,T,,x,
Dragon Ball Z: Battle of Z,2014,Fighting,Namco Bandai Games,0,0.04,0.06,0.01,0.11,66,7,7.5,54,Artdink,T,,x,
Dragon Ball Z: Battle of Z,2014,Fighting,Namco Bandai Games,0.01,0.05,0,0,0.07,53,17,5.1,44,Artdink,T,,x,
Dragon Ball Z: Budokai,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67,28,7.9,71,Dimps Corporation,T,,x,
Dragon Ball Z: Budokai,2003,Fighting,Atari,0.53,0.14,0,0.02,0.69,65,16,6.3,15,Pyramid,T,,x,
Dragon Ball Z: Budokai 2,2003,Fighting,Atari,1.63,0.22,0.51,0.06,2.41,66,28,8.2,92,Dimps Corporation,T,,x,
Dragon Ball Z: Budokai 2,2004,Fighting,Atari,0.21,0.06,0,0.01,0.27,66,9,5.8,12,Pyramid,T,,x,
Dragon Ball Z: Budokai 3,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,77,32,8.9,137,Dimps Corporation,T,,x,
Dragon Ball Z: Budokai Tenkaichi,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,72,29,8.4,71,Spike,T,,x,
Dragon Ball Z: Budokai Tenkaichi 2,2006,Fighting,Atari,0.66,0.02,0,0.11,0.79,73,31,8.6,61,Spike,T,,x,
Dragon Ball Z: Budokai Tenkaichi 2,2006,Fighting,Atari,0.24,0.03,0,0.02,0.28,72,37,8.5,40,Spike,T,,x,
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,1.15,0,0.76,1.09,3,73,24,9.2,173,"Spike, Namco Bandai Games",T,,x,
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,72,27,8.4,61,"Spike, Namco Bandai Games",T,,x,
Dragon Ball Z: Burst Limit,2008,Fighting,Atari,0.22,0.33,0.18,0.12,0.85,71,32,7.2,51,"Dimps Corporation, Namco Bandai Games",T,,x,
Dragon Ball Z: Burst Limit,2008,Fighting,Atari,0.24,0.18,0.03,0.05,0.49,72,50,7.6,41,"Dimps Corporation, Namco Bandai Games",T,,x,
Dragon Ball Z: Buu's Fury,2004,Action,Atari,0.44,0.16,0,0.01,0.61,62,19,8.9,39,Webfoot Technologies,E,,x,
Dragon Ball Z: Collectible Card Game,2002,Misc,Infogrames,0.33,0.12,0,0.01,0.46,62,4,5.5,4,ImaginEngine,E,,x,
Dragon Ball Z: Extreme Butoden,2015,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61,32,6.6,32,Arc System Works,T,,x,
Dragon Ball Z: Harukanaru Densetsu,2007,Role-Playing,Namco Bandai Games,0.19,0,0,0.02,0.2,57,16,6.2,10,Bec,E,,x,
Dragon Ball Z: Infinite World,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36,48,17,7.9,37,Dimps Corporation,T,,x,
Dragon Ball Z: Sagas,2005,Fighting,Atari,0.38,0.01,0,0.06,0.46,49,13,5.4,29,Avalanche Software,T,,x,
Dragon Ball Z: Sagas,2005,Fighting,Atari,0.18,0.05,0,0.01,0.24,51,11,6.1,8,Avalanche Software,T,,x,
Dragon Ball Z: Sagas,2005,Fighting,Atari,0.16,0.04,0,0.01,0.21,48,11,6.6,11,Avalanche Software,T,,x,
Dragon Ball Z: Shin Budokai,2006,Fighting,Atari,0.26,0.08,0.13,0.07,0.54,70,21,8.1,19,Dimps Corporation,T,,x,
Dragon Ball Z: Supersonic Warriors,2004,Fighting,Atari,0.36,0.13,0,0.01,0.51,73,26,7,21,Arc System Works,T,,x,
Dragon Ball Z: Supersonic Warriors 2,2005,Fighting,Atari,0.13,0.02,0.32,0.02,0.49,66,13,7.6,28,Arc System Works,E10+,,x,
Dragon Ball Z: Taiketsu,2003,Fighting,Atari,0.77,0.29,0,0.02,1.08,40,23,6.1,22,Webfoot Technologies,T,,x,
Dragon Ball Z: Tenkaichi Tag Team,2010,Fighting,Namco Bandai Games,0.11,0.03,0.09,0.03,0.26,63,22,8.6,20,Spike,T,,x,
Dragon Ball Z: The Legacy of Goku,2002,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69,53,15,6.9,28,Webfoot Technologies,E,,x,
Dragon Ball Z: The Legacy of Goku II,2003,Role-Playing,Atari,0.78,0.29,0,0.02,1.09,75,21,8.9,39,Webfoot Technologies,E,,x,
Dragon Ball Z: Ultimate Tenkaichi,2011,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.07,0.61,58,26,5.4,77,Spike,T,,x,
Dragon Ball Z: Ultimate Tenkaichi,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,55,24,5.8,52,Spike,T,,x,
Dragon Ball Z for Kinect,2012,Fighting,Namco Bandai Games,0.01,0,0,0,0.01,49,32,2.1,39,Spike,T,,x,
Dragon Blade: Wrath of Fire,2007,Action,D3Publisher,0.17,0,0,0.01,0.18,51,19,7.5,17,D3Publisher,T,,x,
Dragon Booster,2005,Shooter,Konami Digital Entertainment,0.02,0,0,0,0.02,33,14,7,9,Konami Computer Entertainment Hawaii,E,,x,
Dragoneer's Aria,2007,Role-Playing,Tecmo Koei,0.02,0,0.05,0,0.07,56,30,6,7,Hit Maker,E10+,,x,
Dragon Quest Heroes: Rocket Slime,2005,Action,Square Enix,0.13,0,0.31,0.01,0.44,83,41,7.6,45,"Square Enix, TOSE",E,x,,
Dragon Quest IV: Chapters of the Chosen,2007,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,1.62,80,44,7.9,50,ArtePiazza,E10+,x,,
Dragon Quest IX: Sentinels of the Starry Skies,2009,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,5.78,87,65,8.8,197,Level 5,E10+,x,,
Dragon Quest Monsters: Joker,2006,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75,30,7.4,27,TOSE,E10+,x,,
Dragon Quest Monsters: Joker 2,2010,Role-Playing,Square Enix,0.09,0.07,1.24,0.02,1.41,77,33,7.3,15,TOSE,E,x,,
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.7,65,43,5.9,21,"Eighting, Genius Sonority Inc.",T,x,,
Dragon Quest V: Hand of the Heavenly Bride,2008,Role-Playing,Square Enix,0.17,0.02,1.36,0.02,1.57,84,46,8.5,57,ArtePiazza,E10+,x,,
Dragon Quest VI: Realms of Revelation,2010,Role-Playing,Nintendo,0.2,0.14,1.35,0.03,1.73,78,41,8.1,31,ArtePiazza,T,x,,
Dragon Quest VIII: Journey of the Cursed King,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,89,63,8.8,245,Level 5,T,x,,
Dragon Rage,2001,Shooter,3DO,0.03,0.02,0,0.01,0.06,50,9,6.4,9,3DO,T,,,
Dragon Valor,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0,0,0.07,57,9,8.3,10,Namco,T,x,,
Drakan: The Ancients' Gates,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26,78,31,9,39,Surreal Software,M,,x,
Drakengard,2003,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,63,55,9.1,88,Cavia Inc.,M,x,,x
Drakengard 2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,0.13,58,34,5.5,49,Cavia Inc.,M,x,,x
Drakengard 3,2013,Role-Playing,Square Enix,0.1,0,0.19,0.02,0.31,61,33,7.7,237,Access Games,M,x,,x
Drawn to Life,2007,Action,THQ,0.71,0.01,0,0.06,0.78,73,34,8.2,30,5TH Cell,E,,x,
Drawn To Life: SpongeBob SquarePants Edition,2008,Adventure,THQ,0.99,0.35,0,0.13,1.48,68,12,5.5,4,Altron,E,,x,
Drawn to Life: The Next Chapter,2009,Puzzle,THQ,0.28,0.39,0,0.08,0.75,58,22,6,8,Planet Moon Studios,E,,x,
Drawn to Life: The Next Chapter,2009,Puzzle,THQ,0.44,0.14,0,0.06,0.64,72,21,7.7,22,5TH Cell,E,,x,
Dreamcast Collection,2011,Misc,Sega,0.16,0.06,0,0.02,0.24,53,31,5.2,10,Sega,T,,x,
Dreamfall: The Longest Journey,2006,Adventure,Empire Interactive,0.03,0.01,0,0,0.04,73,42,8.8,24,Funcom,M,,x,
Dream Pinball 3D,2008,Misc,SouthPeak Games,0.1,0.02,0,0.01,0.14,54,8,7.6,7,TopWare Interactive,E10+,,x,
Driv3r,2004,Racing,Atari,0.6,0.47,0,0.16,1.23,57,51,5.5,102,Reflections Interactive,M,,x,
Driv3r,2004,Racing,Atari,0.36,0.38,0,0.03,0.76,56,57,4.7,69,Reflections Interactive,M,,x,
DriveClub,2014,Racing,Sony Computer Entertainment,0.36,1.38,0.02,0.31,2.07,71,85,6.1,1571,Evolution Studios,E,,x,
DriveClub VR,2016,Racing,Sony Computer Entertainment,0.03,0.05,0,0.01,0.09,67,34,7.4,110,Evolution Studios,E,,x,
Driven,2001,Racing,BAM! Entertainment,0.08,0.06,0,0.02,0.15,38,10,3.4,5,Bam Entertainment,T,,x,
Driver,1999,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,87,22,8.1,78,Reflections Interactive,T,,x,
Driver: Parallel Lines,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28,69,41,6.9,74,Reflections Interactive,M,,x,
Driver: Parallel Lines,2006,Racing,Atari,0.05,0.01,0,0,0.07,69,31,4.6,17,Reflections Interactive,M,,x,
Driver: Parallel Lines,2007,Racing,Ubisoft,0.01,0.01,0,0,0.03,59,9,6,20,Reflections Interactive,M,,x,
Driver: Renegade,2011,Racing,Ubisoft,0.05,0.04,0,0.01,0.09,48,13,5,20,Ubisoft,M,,x,
Driver: San Francisco,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79,53,7.7,114,Ubisoft Reflections,T,,x,
Driver: San Francisco,2011,Racing,Ubisoft,0.25,0.37,0,0.07,0.7,80,63,7.6,130,Ubisoft Reflections,T,,x,
Driver: San Francisco,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18,80,11,7,332,Ubisoft Reflections,T,,x,
Driver: San Francisco,2011,Racing,Ubisoft,0.06,0.09,0,0.02,0.16,64,7,6.2,10,Ubisoft Reflections,T,,x,
Driver '76,2007,Racing,Ubisoft,0.03,0.14,0,0.07,0.24,57,28,7.9,18,Sumo Digital,M,,x,
Driver 2,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,62,14,7.7,92,Reflections Interactive,T,,x,
Driver 2 Advance,2002,Action,Atari,0.25,0.09,0,0.01,0.34,73,9,6.6,14,Sennari Interactive,T,,x,
Drome Racers,2003,Racing,Electronic Arts,0.02,0.01,0,0,0.03,54,5,6.6,5,Attention To Detail,E,,x,
Drone Tactics,2007,Strategy,Success,0.01,0,0,0,0.02,74,12,7.4,7,Success,E10+,,x,
Dropship: United Peace Force,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1,78,17,8.6,10,SCEE,T,,x,
DuckTales: Remastered,2013,Action,Capcom,0.06,0,0,0.01,0.06,76,10,7.9,100,WayForward,E,,x,
DuckTales: Remastered,2013,Action,Capcom,0.01,0.03,0,0.01,0.05,75,31,7.4,135,WayForward,E,,x,
DuckTales: Remastered,2013,Action,Capcom,0,0.01,0,0,0.02,66,6,7.6,152,WayForward,E,,x,
Duel Masters,2004,Strategy,Atari,0.13,0.1,0,0.03,0.27,66,20,8.3,6,High Voltage Software,E,,x,
Duel Masters: Sempai Legends,2003,Misc,Atari,0.21,0.08,0,0.01,0.29,69,19,8,5,Mistic Software,E,,x,
Duke Nukem: Land of the Babes,2000,Shooter,Atari,0.04,0.03,0,0,0.08,37,7,6.8,20,n-Space,M,,x,
Duke Nukem 3D: 20th Anniversary World Tour,2016,Shooter,Gearbox Software,0.03,0,0,0.01,0.03,77,15,6.9,15,Gearbox Software,M,,x,
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.52,0.25,0,0.07,0.83,49,76,4.4,456,"Gearbox Software, 3D Realms",M,,x,
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.33,0.31,0,0.12,0.76,51,48,4.9,278,"Gearbox Software, 3D Realms",M,,x,
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.18,0.17,0,0.06,0.41,54,48,5.7,1183,"Gearbox Software, 3D Realms",M,,x,
Dungeon Defenders,2011,Role-Playing,Unknown,0.02,0,0,0,0.02,81,26,7.3,399,Trendy Entertainment,E10+,,x,
Dungeon Explorer: Warriors of Ancient Arts,2007,Role-Playing,Rising Star Games,0.01,0,0,0,0.01,56,13,5.5,4,Hudson Soft,T,,x,
Dungeon Hunter Alliance,2012,Action,Ubisoft,0.07,0.09,0,0.03,0.2,49,34,6.4,61,Ubisoft,T,,x,
Dungeon Maker: Hunting Ground,2006,Role-Playing,Global A Entertainment,0.03,0,0,0,0.03,70,18,6.4,8,Global A,E10+,,x,
Dungeons,2011,Strategy,Kalypso Media,0.07,0.02,0,0.01,0.09,65,35,4.6,106,Realmforge Studios,M,,x,
Dungeons 2,2016,Role-Playing,Kalypso Media,0.01,0,0,0,0.01,61,9,7.9,14,Kalypso,T,,x,
Dungeon Siege: Throne of Agony,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0,0.02,0.16,74,32,8.1,21,SuperVillain Studios,T,,x,
Dungeon Siege II,2005,Role-Playing,Microsoft Game Studios,0,0.02,0,0,0.03,80,51,7.9,159,Gas Powered Games,M,,x,
Dungeon Siege III,2011,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71,52,6.3,86,Obsidian Entertainment,T,,x,
Dungeon Siege III,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72,55,5.9,102,Obsidian Entertainment,T,,x,
Dungeon Siege III,2011,Role-Playing,Square Enix,0.08,0.08,0,0.02,0.17,72,37,4.7,399,Obsidian Entertainment,T,,x,
Dungeons - The Dark Lord,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02,72,6,5.6,16,Kalypso,M,,x,
Dying Light,2015,Action,Warner Bros. Interactive Entertainment,0.96,0.67,0.12,0.34,2.09,74,58,7.9,1287,Techland,M,,x,
Dying Light,2015,Action,Warner Bros. Interactive Entertainment,0.86,0.3,0.01,0.12,1.29,74,26,7.8,387,Techland,M,,x,
Dying Light,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0,0.02,0.2,75,40,7.9,1295,Techland,M,,x,
Dynasty Tactics,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79,14,8.1,31,Koei,T,,x,
Dynasty Tactics 2,2003,Strategy,Tecmo Koei,0.05,0.04,0,0.01,0.11,78,18,9.1,13,Koei,T,,x,
Dynasty Warriors,2004,Action,Tecmo Koei,0.18,0,0.3,0.02,0.51,62,26,7.3,24,Koei,T,,x,
Dynasty Warriors: Gundam 2,2008,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,54,22,7,28,Omega Force,T,,x,
Dynasty Warriors: Gundam 2,2008,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,52,8,6.5,8,Omega Force,T,,x,
Dynasty Warriors: Gundam 2,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49,30,7,18,Omega Force,T,,x,
Dynasty Warriors: Gundam 3,2010,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,58,18,7.5,20,"Omega Force, Koei Tecmo Games",T,,x,
Dynasty Warriors: Gundam 3,2010,Action,Tecmo Koei,0.11,0.03,0.02,0.01,0.18,65,27,7.8,20,Koei Tecmo Games,T,,x,
Dynasty Warriors: Gundam Reborn,2013,Action,Tecmo Koei,0,0,0.23,0,0.23,64,35,7.5,25,Omega Force,T,,x,
Dynasty Warriors: Strikeforce,2009,Action,Ubisoft Annecy,0.03,0.02,0.38,0.02,0.45,65,28,6.8,10,Omega Force,T,,x,
Dynasty Warriors: Strikeforce,2009,Action,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,64,27,7.3,15,Omega Force,T,,x,
Dynasty Warriors: Strikeforce,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,59,18,5.7,12,Omega Force,T,,x,
Dynasty Warriors 2,2000,Action,THQ,0.24,0.19,0.34,0.06,0.83,75,17,8.8,24,Omega Force,T,,x,x
Dynasty Warriors 3,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,78,17,9.1,90,Omega Force,T,,x,x
Dynasty Warriors 3,2002,Action,THQ,0.06,0.02,0,0,0.08,70,11,8.9,20,Omega Force,T,,x,x
Dynasty Warriors 3: Xtreme Legends,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1,72,16,9.3,54,Omega Force,T,,x,x
Dynasty Warriors 4,2003,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11,78,24,9.3,201,Omega Force,T,,x,x
Dynasty Warriors 4,2003,Action,Tecmo Koei,0.12,0.03,0,0.01,0.16,75,18,8.8,18,Omega Force,T,,x,x
Dynasty Warriors 4: Xtreme Legends,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,72,15,9.1,39,Omega Force,T,,x,x
Dynasty Warriors 4 Empires,2004,Action,Tecmo Koei,0,0,0.32,0,0.32,71,29,8.8,19,Omega Force,T,,x,x
Dynasty Warriors 5,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,69,29,8.8,68,Omega Force,T,,x,x
Dynasty Warriors 5,2005,Action,Tecmo Koei,0.04,0.01,0,0,0.05,66,22,8,4,Omega Force,T,,x,x
Dynasty Warriors 5: Xtreme Legends,2005,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57,22,9.1,26,Omega Force,T,,x,x
Dynasty Warriors 5 Empires,2006,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,62,23,9.1,24,Omega Force,T,,x,x
Dynasty Warriors 5 Empires,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13,61,40,8.2,19,Omega Force,T,,x,x
Dynasty Warriors 6,2007,Action,Tecmo Koei,0.18,0.07,0.41,0.04,0.71,59,31,7.3,49,"Koei, Omega Force",T,,x,x
Dynasty Warriors 6,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,60,42,7.4,22,Omega Force,T,,x,x
Dynasty Warriors 6,2008,Action,Tecmo Koei,0.12,0.09,0,0.03,0.25,43,7,5.4,14,"Koei, Omega Force",T,,x,x
Dynasty Warriors 6 Empires,2009,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,62,22,7,26,Omega Force,T,,x,x
Dynasty Warriors 6 Empires,2009,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,59,24,7.3,28,Omega Force,T,,x,x
Dynasty Warriors 7,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57,25,7.4,57,Omega Force,T,,x,x
Dynasty Warriors 7,2011,Action,Tecmo Koei,0.16,0.06,0,0.02,0.24,58,22,8,46,Omega Force,T,,x,x
Dynasty Warriors 7: Empires,2012,Action,Ubisoft Annecy,0,0,0.14,0,0.14,63,20,8,22,Omega Force,T,,x,x
Dynasty Warriors 7: Xtreme Legends,2011,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64,11,7.8,9,Omega Force,T,,x,x
Dynasty Warriors 8,2013,Action,Tecmo Koei,0.12,0.1,0.34,0.05,0.6,68,26,8.5,75,Omega Force,T,,x,x
Dynasty Warriors 8,2013,Action,Tecmo Koei,0.09,0.05,0,0.01,0.15,65,21,7.5,35,Omega Force,T,,x,x
Dynasty Warriors 8: Empires,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63,30,7.5,42,Omega Force,T,,x,x
Dynasty Warriors 8: Empires,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07,58,10,6.8,15,Koei Tecmo Games,T,,x,x
Dynasty Warriors 8: Empires,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,70,15,7.4,9,Omega Force,T,,x,x
Dynasty Warriors 8: Xtreme Legends,2013,Action,Tecmo Koei,0.02,0.02,0.11,0.01,0.16,68,4,6.8,9,Omega Force,T,,x,x
Dynasty Warriors Gundam,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.47,60,29,6.9,16,"Koei, Omega Force",T,,x,
Dynasty Warriors Gundam,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,55,34,6.8,20,"Koei, Omega Force",T,,x,
Dynasty Warriors Next,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,67,35,7.5,73,Koei,T,,x,
Dynasty Warriors Vol. 2,2006,Action,Tecmo Koei,0.04,0,0,0,0.05,57,28,8.1,8,Omega Force,T,,x,
E.T. The Extra-Terrestrial,2001,Action,NewKidCo,0.01,0,0,0,0.01,46,4,2.4,21,Fluid Studios,E,,x,
EÂ·OÂ·E: Eve of Extinction,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,57,28,7.2,6,Yuke's,T,,x,
Eagle Flight,2016,Adventure,Ubisoft,0.01,0.05,0,0.01,0.07,72,31,7.8,22,"Ubisoft, FunHouse",E10+,,x,
EA Playground,2007,Sports,Electronic Arts,0.68,0.47,0,0.13,1.29,66,32,7.6,30,EA Canada,E,,x,
EA Playground,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33,60,8,7.6,13,Piranha Games,E,,x,
Earth Defense Force: Insect Armageddon,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,63,28,7,24,Vicious Cycle,T,,x,
Earth Defense Force: Insect Armageddon,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68,40,8.2,45,Vicious Cycle,T,,x,
Earth Defense Force 2: Invaders from Planet Space,2014,Action,Xseed Games,0.02,0,0.04,0.01,0.07,72,20,8.5,22,Sandlot,T,,x,
Earth Defense Force 2017,2006,Action,D3Publisher,0.04,0,0.03,0,0.08,69,55,7.7,60,Sandlot,T,,x,
Earth Defense Force 2017 Portable,2012,Action,D3Publisher,0,0,0.06,0,0.06,68,36,7.9,31,Sandlot,T,,x,
Earth Defense Force 2025,2013,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69,28,7.5,52,Sandlot,M,,x,
Earth Defense Force 2025,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68,25,8.1,63,Sandlot,M,,x,
Earth Defense Force 4.1: The Shadow of New Despair,2015,Shooter,Xseed Games,0.03,0.02,0,0.01,0.06,64,40,7.9,51,Sandlot,M,,x,
Earthworm Jim,2001,Platform,Interplay,0.2,0.08,0,0.01,0.29,72,10,5.7,6,Game Titan,E,,x,
Earthworm Jim 2,2002,Platform,Vivendi Games,0.02,0.01,0,0,0.03,45,10,5.7,6,Super Empire,E,,x,
EA Sports Active,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81,27,8.7,39,EA Canada,E,,x,
EA Sports Active 2,2010,Sports,Electronic Arts,0.76,0.39,0,0.11,1.26,79,8,8.1,22,EA Canada,E,,x,
EA Sports Active 2,2010,Sports,Electronic Arts,0.52,0.27,0,0.12,0.91,78,20,5.4,14,EA Canada,E,,x,
EA Sports Active 2,2010,Sports,Electronic Arts,0.18,0.16,0,0.04,0.39,68,21,5.4,9,EA Canada,E,,x,
EA Sports MMA,2010,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77,47,6.9,38,EA Tiburon,T,,x,
EA Sports MMA,2010,Fighting,Electronic Arts,0.23,0.09,0,0.02,0.35,79,63,7,55,EA Tiburon,T,,x,
EA Sports UFC,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70,57,6.1,279,EA Sports,T,,x,
EA Sports UFC,2014,Sports,Electronic Arts,0.3,0.12,0,0.04,0.47,70,23,6.3,152,EA Sports,T,,x,
EA Sports UFC 2,2016,Sports,Electronic Arts,0.29,0.49,0,0.15,0.93,79,38,6.2,157,EA Sports,T,,x,
EA Sports UFC 2,2016,Sports,Electronic Arts,0.24,0.14,0,0.04,0.41,76,42,6,77,EA Sports,T,,x,
East India Company,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.02,67,28,5.7,49,Nitro Games,T,,x,
Eat Lead: The Return of Matt Hazard,2009,Shooter,D3Publisher,0.09,0.02,0,0.01,0.13,51,38,6.5,21,Vicious Cycle,T,,x,
Eat Lead: The Return of Matt Hazard,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,0.12,53,53,7,27,Vicious Cycle,T,,x,
Ecco the Dolphin: Defender of the Future,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,71,17,8.5,11,Appaloosa Interactive,E,,x,
echochrome,2008,Puzzle,Sony Computer Entertainment,0,0.01,0.08,0,0.09,79,28,7.7,13,"SCE/WWS, SCE Japan Studio",E,,x,
Echo Night Beyond,2004,Adventure,Indie Games,0.02,0.01,0,0,0.04,60,22,8.8,8,From Software,T,,x,
ECW Anarchy Rulz,1999,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.11,43,7,6.3,4,Acclaim,E,,x,
"Ed, Edd n Eddy: The Mis-Edventures",2005,Platform,Midway Games,0.34,0.01,0,0.06,0.41,50,5,7.6,16,Artificial Mind and Movement,E,,x,
"Ed, Edd n Eddy: The Mis-Edventures",2005,Platform,Midway Games,0.19,0.05,0,0.01,0.25,55,4,7.9,10,Artificial Mind and Movement,E,,x,
